"f_42-2",":0",":1",":2"
-1.2796,0.40609,-1.7082,0
-1.2693,0.31484,-1.6738,0
-1.1254,-0.039928,1.2492,0
-1.0985,-0.65673,-1.0073,0
-1.1356,-0.642,-1.11,0
-1.1286,1.001,0.74856,0
-1.088,1.0326,0.54865,0
-1.2865,0.058357,1.7623,0
-1.275,-0.019952,1.703,0
-1.2788,-0.19646,-1.7497,0
-1.2748,-0.28998,-1.715,0
-1.2773,-1.0311,-1.4201,0
-1.2859,1.6137,0.68981,0
-1.2818,1.6312,0.59237,0
-1.2925,1.6025,0.79207,0
-1.2803,1.5098,0.82539,0
-1.2871,-1.6113,0.7589,0
-1.2787,-1.2297,-1.2517,0
-1.2683,-1.2473,-1.1536,0
-1.29,-1.2205,-1.3523,0
-1.2894,-1.0147,-1.5202,0
-1.2838,1.7473,-0.19757,0
-1.1171,-1.1442,0.47534,0
-1.0954,-1.1348,0.37391,0
-1.1115,0.053431,1.2156,0
-1.2848,1.7005,-0.45281,0
-1.2752,1.6249,-0.51792,0
-1.2944,1.7774,-0.38944,0
-1.2886,-0.20844,1.7679,0
-1.1045,0.91559,0.78695,0
-1.2873,-1.0265,1.447,0
-1.2878,-0.9476,1.5079,0
-1.2958,1.7336,-0.54973,0
-1.2852,1.6427,-0.61614,0
-1.0676,1.1315,-0.13927,0
-1.1106,0.41455,-1.1592,0
-1.0962,0.4895,-1.0933,0
-1.132,0.3389,-1.2226,0
-1.2897,-1.332,-1.2304,0
-1.2779,-1.3397,-1.1193,0
-1.2871,-1.6772,0.59619,0
-1.0501,-0.67253,-0.91562,0
-1.3023,1.7318,-0.66151,0
-1.2975,1.8337,-0.13932,0
-1.2925,0.97221,1.496,0
-1.2886,0.87697,1.5319,0
-1.1139,0.79964,0.92566,0
-1.0963,0.70419,0.95586,0
-1.02,-0.51404,0.96891,0
-1.0863,-0.47868,1.0682,0
-1.2934,-1.7621,0.4399,0
-1.2912,-1.5542,0.91391,0
-1.2853,-1.4775,0.9741,0
-1.2936,-0.80056,1.632,0
-1.1042,-1.1983,0.21649,0
-1.0891,-1.1798,0.1194,0
-1.2899,0.32567,-1.7861,0
-1.2785,0.2372,-1.7363,0
-1.1013,-0.58458,1.0507,0
-1.1389,-0.55082,1.15,0
-1.285,-0.1054,-1.791,0
-1.2727,-0.026562,-1.7262,0
-1.29,-0.014902,-1.8241,0
-1.2792,0.063038,-1.7586,0
-1.2955,-0.036999,1.8156,0
-1.2983,1.4962,1.0258,0
-1.2948,1.6542,-0.7166,0
-1.2757,1.5623,-0.67929,0
-1.2863,1.5752,-0.77616,0
-1.0687,-0.19789,1.1226,0
-1.01,1.0721,0.16117,0
-1.0859,1.1644,0.1173,0
-1.0892,1.1542,0.22087,0
-1.0077,-0.9511,0.52024,0
-1.0836,-0.99705,0.61101,0
-1.0907,-0.95136,0.69624,0
-1.0006,-0.39369,-1.0101,0
-1.0814,-0.37488,-1.1115,0
-1.0866,-0.28311,-1.1457,0
-1.1268,-0.35759,-1.2133,0
-1.0836,-0.46971,-1.0788,0
-1.0022,0.030559,-1.0829,0
-1.0801,-0.021604,-1.1699,0
-1.0841,-0.12579,-1.169,0
-1.1224,-0.081681,-1.2535,0
-1.1232,0.020584,-1.2562,0
-1.1318,-0.17659,-1.2606,0
-1.0069,0.71673,-0.8133,0
-1.0838,0.72953,-0.91481,0
-1.0865,0.65137,-0.97833,0
-1.085,0.80665,-0.84745,0
-1.1262,0.74252,-1.0118,0
-1.0024,-1.0829,-0.0071312,0
-1.08,-1.1659,-0.068988,0
-1.0797,-1.1546,-0.17069,0
-1.1202,-1.2418,-0.1343,0
-1.0135,0.53669,0.94261,0
-1.0884,0.5248,1.0465,0
-1.0875,0.43289,1.0859,0
-1.1266,0.50781,1.1396,0
-1.0014,0.24185,-1.0542,0
-1.0774,0.2062,-1.1467,0
-1.0852,0.090427,-1.1748,0
-1.1232,0.16804,-1.2437,0
-1.0141,0.23386,1.0633,0
-1.0877,0.1983,1.1533,0
-1.089,0.28621,1.137,0
-1.0193,0.031435,1.0938,0
-1.0052,-1.0378,-0.32937,0
-1.081,-1.0979,-0.40481,0
-1.0825,-1.0601,-0.50096,0
-1.0822,-1.1268,-0.32143,0
-1.1265,-1.1977,-0.3967,0
-1.0054,-0.83311,-0.7009,0
-1.0823,-0.93338,-0.70891,0
-1.0795,-0.98282,-0.63088,0
-1.0897,-0.88114,-0.78984,0
-1.1237,-0.97596,-0.79365,0
-1.0108,0.93009,-0.55914,0
-1.0866,1.0328,-0.55277,0
-1.0883,1.0792,-0.46174,0
-1.0916,0.98904,-0.64295,0
-1.0906,0.92647,-0.72774,0
-1.1321,1.0905,-0.63465,0
-1.1406,1.0467,-0.73565,0
-1.0136,1.0564,0.2616,0
-1.092,1.1328,0.32437,0
-1.0161,0.80566,-0.73635,0
-1.3024,-1.0429,1.5466,0
-1.0061,0.55043,-0.93472,0
-1.0226,-0.8431,0.70865,0
-1.0153,-0.19123,-1.0839,0
-1.0017,0.78555,0.72904,0
-1.1312,1.2467,0.1728,0
-1.1343,1.263,0.080597,0
-1.2998,1.2689,1.3053,0
-1.0143,-0.28299,1.0511,0
-1.2972,0.23704,1.8052,0
-1.2911,0.32152,1.7552,0
-1.0209,0.33667,1.0421,0
-1.0116,-1.07,-0.23269,0
-1.2917,0.50124,-1.7526,0
-1.2979,1.7061,0.65073,0
-1.013,0.45287,-0.99485,0
-1.0138,1.0219,-0.37811,0
-1.0969,1.1244,-0.37856,0
-1.1319,1.1744,-0.46206,0
-1.0097,-0.95663,-0.52747,0
-1.295,-0.18685,-1.8475,0
-1.1307,0.24747,1.2316,0
-1.0142,-1.0413,0.33237,0
-1.1287,-1.0499,0.69423,0
-1.295,1.7253,0.55538,0
-1.308,1.8313,0.50718,0
-1.2914,1.7346,0.45457,0
-1.0243,0.93254,0.57815,0
-1.1645,-0.13353,-1.3381,0
-1.0903,-1.0581,0.52327,0
-1.1215,0.15453,1.2309,0
-1.1467,1.2346,-0.37479,0
-1.1367,-0.92776,-0.88441,0
-1.2986,-0.4692,1.7851,0
-1.307,-0.38612,1.8598,0
-1.0142,1.0887,-0.045481,0
-1.0219,0.6388,0.88836,0
-1.1342,1.2321,0.28424,0
-1.0973,1.1151,0.41808,0
-1.1418,1.2189,0.38422,0
-1.3021,1.8179,0.40893,0
-1.287,1.7335,0.35587,0
-1.0877,-0.56104,-1.0411,0
-1.0092,-0.75705,0.77788,0
-1.1734,1.3427,0.14471,0
-1.1781,1.3163,0.34522,0
-1.0928,0.6173,1.0025,0
-1.0954,-0.11636,1.1849,0
-1.1066,1.017,0.64822,0
-1.1237,-1.2103,0.31541,0
-1.1439,-1.1558,0.56919,0
-1.1326,0.89123,0.88445,0
-1.1341,0.58253,-1.1311,0
-1.1278,-1.2596,0.059394,0
-1.1947,1.1683,0.77383,0
-1.1475,-0.13149,1.2838,0
-1.1715,0.98888,-0.91725,0
-1.1851,0.11212,1.3759,0
-1.1766,0.968,0.94546,0
-1.1779,0.76934,1.1174,0
-1.1787,-1.2427,-0.59666,0
-1.154,-1.1571,-0.63211,0
-1.1369,-1.1616,-0.54072,0
-1.1647,-1.126,-0.73143,0
-1.189,1.1428,-0.79299,0
-1.1849,1.3799,-0.051913,0
-1.082,-0.76175,-0.8859,0
-1.1686,-1.3006,0.35114,0
-1.1936,1.2911,0.54337,0
-1.1718,-0.6272,-1.2108,0
-1.1295,-0.54812,-1.1456,0
-1.1279,-0.45403,-1.1825,0
-1.1688,-0.43793,-1.2832,0
-1.1729,0.35035,-1.3169,0
-1.1862,-1.249,0.61034,0
-1.1785,1.3281,-0.31112,0
-1.1708,-0.91985,-1.0001,0
-1.1881,-0.14617,1.3821,0
-1.1548,1.0904,0.71164,0
-1.1743,1.1969,-0.6283,0
-1.1735,-0.39482,1.2941,0
-1.1595,-0.47276,1.2319,0
-1.1861,-0.5656,1.265,0
-1.1779,-0.64541,1.2024,0
-1.1728,0.016849,-1.3646,0
-1.1754,0.59719,-1.2286,0
-1.1698,-1.3498,0.09259,0
-1.1773,-0.72048,-1.1744,0
-1.137,-0.94011,0.85903,0
-1.2492,-1.3853,-0.82144,0
-1.2635,-1.4782,-0.78502,0
-1.2713,-1.4633,-0.88361,0
-1.283,-1.5559,-0.84716,0
-1.2769,-1.5708,-0.74856,0
-1.2929,-1.5549,-0.95516,0
-1.2792,-1.4484,-0.98221,0
-1.2974,-1.6264,-0.89298,0
-1.2573,1.4064,-0.80364,0
-1.2716,1.4213,-0.90223,0
-1.2474,0.12946,-1.6013,0
-1.2578,-0.76596,1.4396,0
-1.2455,-1.2777,-0.95649,0
-1.2533,1.4695,-0.64287,0
-1.2538,-0.51743,1.5277,0
-1.2508,-0.76894,-1.4343,0
-1.2678,-0.75407,-1.5329,0
-1.2846,-0.83276,-1.5981,0
-1.282,-0.73646,-1.6258,0
-1.2591,1.4319,0.7632,0
-1.252,-0.041411,-1.6274,0
-1.2871,-0.9248,-1.5628,0
-1.3009,-1,-1.6259,0
-1.2536,1.2165,1.0332,0
-1.2465,-1.5006,0.52246,0
-1.2522,-1.0775,1.1912,0
-1.2723,-1.1703,1.2277,0
-1.2874,-1.1821,1.3224,0
-1.2894,-1.2632,1.2641,0
-1.2745,-1.2483,1.1655,0
-1.2919,-1.3411,1.2019,0
-1.2776,-1.3262,1.1033,0
-1.2944,-1.4191,1.1397,0
-1.2577,-1.2334,1.0669,0
-1.2532,-0.0051208,1.6049,0
-1.2501,1.5807,-0.22272,0
-1.2431,-0.96945,-1.2629,0
-1.246,-1.17,-1.0915,0
-1.249,-0.34669,1.5534,0
-1.2484,1.0159,1.2046,0
-1.2436,0.549,-1.4876,0
-1.2533,1.5325,-0.48199,0
-1.241,-1.5489,0.26309,0
-1.2473,0.30029,-1.5756,0
-1.258,1.6289,0.03665,0
-1.2539,0.81541,1.376,0
-1.2505,0.79771,-1.3997,0
-1.2458,-1.5971,0.0037272,0
-1.2906,0.83899,-1.6099,0
-1.2851,0.90542,-1.5347,0
-1.2847,-1.7827,0.076575,0
-1.2803,-1.7656,-0.024796,0
-1.2551,1.5984,0.23231,0
-1.2729,1.6856,0.19767,0
-1.2469,0.9536,-1.2754,0
-1.2666,1.0464,-1.3117,0
-1.2679,1.1244,-1.2495,0
-1.2833,1.1386,-1.3464,0
-1.2824,1.0588,-1.4085,0
-1.2851,1.2135,-1.2862,0
-1.2705,1.2017,-1.1874,0
-1.288,1.2916,-1.2225,0
-1.2974,1.2251,-1.3818,0
-1.2405,-1.5676,-0.1935,0
-1.26,-1.6453,-0.25564,0
-1.2608,-1.6305,-0.35423,0
-1.2767,-1.7229,-0.3183,0
-1.2767,-1.7381,-0.2192,0
-1.2777,-1.7053,-0.41603,0
-1.263,-1.6151,-0.45276,0
-1.2803,-1.6895,-0.51505,0
-1.2905,-1.7965,-0.37609,0
-1.2937,1.8145,-0.036164,0
-1.2917,1.8005,0.071985,0
-1.3028,1.8672,0.14069,0
-1.2486,0.62984,1.4489,0
-1.2684,0.61486,1.5474,0
-1.2687,0.52204,1.5838,0
-1.2852,0.6,1.6436,0
-1.2855,0.69256,1.6075,0
-1.2863,0.50687,1.6818,0
-1.2492,-0.49022,-1.5436,0
-1.267,-0.56809,-1.605,0
-1.256,1.5831,0.33239,0
-1.2867,-1.1034,1.3836,0
-1.3016,-1.1932,1.4204,0
-1.2973,1.069,1.4616,0
-1.2495,0.4441,1.5216,0
-1.2498,1.1094,-1.151,0
-1.2622,1.5534,0.53071,0
-1.2553,-0.30483,-1.6165,0
-1.2423,-1.5376,-0.39064,0
-1.2564,0.2585,1.5945,0
-1.2566,-1.493,-0.68642,0
-1.2648,1.3433,-0.96441,0
-1.2794,1.3582,-1.063,0
-1.253,-1.3745,0.84415,0
-1.2307,-1.0627,1.0926,0
-1.1691,-0.79686,1.0806,0
-1.2714,0.80027,1.4738,0
-1.2584,-1.3705,-0.92004,0
-1.2679,0.89054,-1.4361,0
-1.2629,-1.6747,-0.058906,0
-1.2488,-0.6761,-1.4707,0
-1.2675,-1.3885,0.94181,0
-1.2732,0.33641,1.6566,0
-1.2601,0.05091,-1.663,0
-1.2675,1.417,0.86179,0
-1.262,-0.097949,1.6413,0
-1.2623,-0.43951,1.5898,0
-1.2535,1.1873,-1.0888,0
-1.2569,-1.2625,-1.0554,0
-1.2584,-1.5155,0.62107,0
-1.2582,0.22227,-1.6377,0
-1.2644,1.5478,-0.58041,0
-1.2715,1.6728,-0.25924,0
-1.2457,-1.5227,-0.48923,0
-1.2714,1.0939,1.2668,0
-1.2657,0.56366,-1.5859,0
-1.2642,-1.6416,0.29943,0
-1.2649,-1.0472,-1.3245,0
-1.2762,1.294,1.0951,0
-1.275,1.7056,0.10349,0
-1.2543,-1.1555,1.1291,0
-1.2686,-0.47548,-1.6421,0
-1.2843,-0.55895,-1.7059,0
-1.287,-0.46933,-1.7483,0
-1.3021,-0.46153,-1.8518,0
-1.2908,-0.36247,-1.796,0
-1.2954,-0.64557,-1.7496,0
-1.2682,-1.3554,-1.019,0
-1.2848,1.4348,-0.99999,0
-1.2902,1.5085,-0.93692,0
-1.2971,1.4504,-1.0954,0
-1.2667,-0.66083,-1.5684,0
-1.2784,-1.603,0.65837,0
-1.2692,0.70763,1.5105,0
-1.2665,-1.6,-0.55141,0
-1.2846,-1.6774,-0.61417,0
-1.2888,1.7607,-0.29551,0
-1.3051,1.8664,-0.32393,0
-1.2909,1.1718,1.329,0
-1.2835,0.5764,-1.6797,0
-1.2665,0.96806,-1.3736,0
-1.2607,-1.6602,-0.15712,0
-1.2838,-1.7332,0.33572,0
-1.2839,-1.129,-1.3865,0
-1.2749,-0.53202,1.6258,0
-1.2824,-0.11285,1.74,0
-1.2877,1.4949,0.92398,0
-1.2721,-0.38326,-1.683,0
-1.2703,0.42917,1.6201,0
-1.2691,0.14369,-1.6992,0
-1.2392,-1.2186,0.96839,0
-1.2662,1.484,-0.74119,0
-1.2746,1.2803,-1.1252,0
-1.2931,-0.54802,1.725,0
-1.3017,-0.64101,1.7518,0
-1.2712,-1.5855,-0.65009,0
-1.2984,1.3853,1.1677,0
-1.2792,1.4992,-0.84005,0
-1.2926,1.3731,-1.1589,0
-1.3109,1.4784,-1.2,0
-1.2833,0.98112,-1.4724,0
-1.2969,0.99652,-1.5615,0
-1.2778,-1.7521,-0.12003,0
-1.2921,-1.841,-0.085497,0
-1.287,0.78555,1.5715,0
-1.3016,0.85664,1.6294,0
-1.2882,0.41298,1.7185,0
-1.3026,0.40065,1.8079,0
-1.2622,-1.3113,1.0046,0
-1.2815,-1.4033,1.0402,0
-1.2903,-1.4456,-1.0924,0
-1.2992,1.5983,-0.87974,0
-1.2893,0.14888,-1.8103,0
-1.2891,-1.6626,-0.71412,0
-1.3029,-1.7724,-0.68184,0
-1.2986,-1.5004,1.0757,0
-1.0879,1.1485,-0.23058,0
-1.1727,-0.72083,1.1424,0
-1.2063,-0.73644,1.2416,0
-1.2308,-0.82888,1.2789,0
-1.2543,-0.84379,1.3775,0
-1.274,-0.85801,1.4753,0
-1.2913,-0.87355,1.5747,0
-1.0075,-1.0816,0.10658,0
-1.2973,-0.81375,-1.6995,0
-1.2937,-1.6445,-0.80975,0
-1.2989,1.5895,0.89082,0
-1.3017,1.1563,1.4249,0
-1.3083,1.9123,-0.058553,0
-1.0097,0.97526,0.47274,0
-1.31,1.0569,1.5712,0
-1.3003,0.76554,1.668,0
-1.0885,0.56617,-1.0339,0
-1.1585,-1.3121,-0.20339,0
-1.1456,1.2892,-0.017242,0
-1.1297,1.1305,-0.54756,0
-1.1696,0.1807,-1.3436,0
-1.1331,-0.26823,-1.2472,0
-1.3088,-1.5061,1.182,0
-1.29,-1.8135,-0.27917,0
-1.2948,-1.8088,0.27232,0
-1.3066,-1.8937,0.21862,0
-1.2987,0.12923,1.8278,0
-1.1757,1.2688,-0.47692,0
-1.2955,-1.766,-0.57255,0
-1.0906,1.1761,0.020668,0
-1.2812,-0.64651,-1.6588,0
-1.135,0.96873,-0.81871,0
-1.3151,1.4994,1.1957,0
-1.3152,1.3729,1.3391,0
-1.3107,-0.18982,1.9092,0
-1.3137,1.6047,1.0402,0
-1.3114,-2.4538e-09,1.9178,0
-1.3102,1.6917,0.85866,0
-1.304,0.19657,-1.9014,0
-1.3104,-1.3636,1.3473,0
-1.3076,-0.8141,1.7283,0
-1.3141,1.7066,-0.87491,0
-1.3091,-1.7507,0.786,0
-1.3075,-1.5571,-1.1195,0
-1.3096,-1.819,0.60967,0
-1.3052,0.38219,-1.8741,0
-1.3112,0.19113,1.9052,0
-1.3145,1.6113,-1.0409,0
-1.3061,-1.6439,0.95507,0
-1.3051,-1.4335,-1.2627,0
-1.312,0.65625,1.8014,0
-1.31,-1.8697,0.42675,0
-1.3065,0.56528,-1.8326,0
-1.3101,-1.0129,1.6363,0
-1.3042,0.82852,-1.7182,0
-1.3051,0.74036,-1.7629,0
-1.3012,-1.2133,-1.4591,0
-1.3041,-1.303,-1.4,0
-1.3091,1.8957,0.22782,0
-1.2981,1.8204,0.26681,0
-1.1657,0.75237,-1.1078,0
-1.1254,0.82116,-0.94621,0
-1.3116,1.8163,-0.61672,0
-1.2778,1.6445,0.49551,0
-1.3077,1.8601,-0.43323,0
-1.0814,0.31677,-1.1265,0
-1.3036,0.0065902,-1.9147,0
-1.083,-0.37521,1.1032,0
-1.011,-0.57709,-0.93528,0
-1.1512,0.26145,-1.2849,0
-1.165,0.83407,-1.0438,0
-1.1291,0.89452,-0.88372,0
-1.1196,-1.2242,-0.23262,0
-1.1274,0.65791,-1.0734,0
-1.1676,-1.0345,-0.86699,0
-1.2903,-1.8271,-0.18138,0
-1.1367,0.69168,1.0591,0
-1.2998,0.58564,1.739,0
-1.301,0.48906,1.7763,0
-1.2913,1.7875,0.18029,0
-1.0794,0.81481,0.82056,0
-1.3013,-1.8879,-0.33622,0
-1.2996,0.67476,1.7041,0
-1.1706,-0.34346,-1.3167,0
-1.121,-1.0255,-0.71718,0
-1.1651,0.49251,1.232,0
-1.3018,-1.9141,-0.14219,0
-1.3127,1.789,0.70213,0
-1.3035,-1.0833,-1.5868,0
-1.3145,1.235,1.4663,0
-1.3021,1.4617,1.1123,0
-1.2722,1.6679,0.29324,0
-1.0857,-0.032737,1.1654,0
-1.0766,-1.1259,0.27531,0
-1.1523,0.096146,-1.3094,0
-1.3056,-0.38029,-1.8918,0
-1.2744,1.6554,0.39659,0
-1.1301,0.60209,1.0995,0
-1.2959,1.0719,-1.5011,0
-1.2965,-0.29862,1.8036,0
-1.2963,-1.6927,0.7052,0
-1.3011,1.5228,-1.0269,0
-1.3075,1.236,-1.4716,0
-1.2985,-0.14532,1.8315,0
-1.1704,0.3081,1.305,0
-1.2969,-1.7529,0.54891,0
-1.3104,1.921,-0.1439,0
-1.2889,-0.26417,-1.8,0
-1.3135,0.8373,1.7289,0
-1.2934,-1.4071,-1.1776,0
-1.3023,-1.8669,-0.43481,0
-1.303,1.3791,-1.2563,0
-1.2949,-1.5175,-1.0392,0
-1.3027,1.3458,1.2539,0
-1.1281,0.42138,1.1757,0
-1.0824,-1.17,0.029607,0
-1.1548,1.2105,0.48359,0
-1.1637,-1.2819,-0.39343,0
-1.2959,1.1481,-1.4405,0
-1.1669,0.58488,1.1947,0
-1.3074,-1.7134,-0.8701,0
-1.1442,-0.63878,1.1171,0
-1.2988,-1.8652,0.11141,0
-1.304,-1.9261,-0.048035,0
-1.3132,0.47062,1.8652,0
-1.294,0.65947,-1.7146,0
-1.0949,0.88041,-0.80279,0
-1.1224,-1.2518,-0.037969,0
-1.122,-1.0839,0.61481,0
-0.99209,-0.69027,-0.82993,0
-1.1686,1.1389,-0.70594,0
-1.3071,1.0813,-1.592,0
-1.3014,1.6565,-0.80353,0
-1.1164,-0.45182,1.1487,0
-1.3095,1.3116,-1.4131,0
-1.161,-1.3289,-0.1046,0
-1.3115,-1.567,1.1266,0
-1.2974,-0.7189,1.6921,0
-1.1012,-0.91927,0.77479,0
-1.315,0.92401,1.6919,0
-1.3109,-0.47795,1.8709,0
-1.3024,1.5668,0.96842,0
-1.2923,-1.7791,-0.47424,0
-1.2941,0.41152,-1.795,0
-1.2929,0.24001,-1.8226,0
-1.2957,-1.6196,0.85744,0
-1.3151,1.8026,-0.70205,0
-1.0007,1.0623,-0.18533,0
-1.2982,-1.8105,0.36732,0
-1.3008,0.049164,1.8477,0
-1.2933,-1.2906,-1.3113,0
-1.0848,0.93668,0.68955,0
-1.1142,-1.0941,-0.57749,0
-1.1933,-0.17146,-1.4129,0
-1.2945,-1.8506,0.0092469,0
-1.1668,-1.1093,0.75135,0
-1.2992,1.2975,-1.3197,0
-1.0812,0.11481,1.1534,0
-1.3136,0.37953,1.8865,0
-1.307,1.0015,-1.6419,0
-1.1625,1.2113,-0.5369,0
-1.2929,-1.1051,-1.4796,0
-1.3018,1.6881,0.74827,0
-1.0705,0.40844,-1.0767,0
-1.1234,-1.0719,-0.65017,0
-1.0948,-0.20845,-1.1822,0
-1.1302,0.33612,1.2078,0
-0.98404,-0.18412,1.0442,0
-1.3069,-0.19296,-1.9284,0
-1.2963,1.8193,-0.23713,0
-1.3078,-1.8368,-0.61458,0
-1.0982,-0.84201,-0.86303,0
-1.3042,1.2243,1.3872,0
-1.0778,-1.0761,0.43206,0
-1.1544,-1.0573,-0.78912,0
-1.2983,1.7793,-0.4717,0
-1.302,0.94713,1.5812,0
-1.2927,0.064474,-1.8396,0
-1.2977,-1.1042,1.4645,0
-1.3149,-1.2447,1.4859,0
-1.3129,1.8903,0.4308,0
-1.1026,1.1628,-0.30781,0
-1.1223,-1.2116,-0.31474,0
-1.3089,-1.6599,-0.9762,0
-1.1171,-1.1555,-0.46055,0
-1.0901,0.36333,1.1215,0
-1.0649,-1.1283,0.17524,0
-1.2966,0.5898,-1.7582,0
-1.2969,0.93146,-1.6056,0
-1.3042,1.5817,-0.96993,0
-1.2997,-1.2664,1.3405,0
-1.3141,-1.0945,1.6053,0
-1.0791,1.0569,0.46763,0
-1.3153,1.4573,-1.2861,0
-1.158,-0.054416,-1.3269,0
-1.1106,0.26019,-1.2043,0
-1.0815,-0.62476,0.98032,0
-1.3032,0.32603,1.8295,0
-1.0739,0.73208,0.88389,0
-1.0806,-1.1484,-0.24743,0
-1.2989,-1.3359,1.2754,0
-1.2987,-0.9502,1.5863,0
-1.3068,-0.66407,-1.8259,0
-1.3134,1.9403,0.14541,0
-1.2911,-0.71057,-1.6992,0
-1.3003,-1.7485,0.63342,0
-1.3012,-0.22694,1.8432,0
-1.3108,-1.9394,0.1431,0
-1.0794,-1.0258,-0.56909,0
-1.2995,-1.677,0.79597,0
-1.2858,1.7463,0.26686,0
-1.2976,-1.5548,0.99092,0
-1.3134,-0.66403,1.8269,0
-1.0073,1.0663,-0.11405,0
-1.2975,1.8015,0.33277,0
-1.1197,0.093801,-1.246,0
-1.061,0.86509,0.72589,0
-1.1533,0.11059,1.2982,0
